"Race","Dismissed","Moved Out","Not Eligible","Part B Eligible","Withdrawn"
"AM",2.09782393005335,0.0489515740571499,1.93617351538165,-2.09668614177226,-0.510266220272837
"AS",-3.67326756669165,10.6820028158577,-3.48821605265505,-3.77929601671219,4.26450593003943
"BL",1.42271681729311,2.54896945215728,-4.26171528051602,0.395618686040718,0.561034443402508
"HI",5.52934976131223,-6.2259744105172,-4.36668517152245,8.52417610563204,-7.88500351830343
"MU",-3.50254514414772,1.32757148321235,-2.28123488856153,0.981583199240261,2.51389407024525
"PI",0.87079772673932,0.476217834282343,-2.40075403585895,0.818416806869639,0.0627245834004149
"WH",-2.90152433451436,-0.10499380998881,7.54369467718124,-6.34297375847419,4.11809388458455
